filename,width,height,class,xmin,ymin,xmax,ymax
19016.png,94,36,2,47,10,57,30
19019.png,149,70,3,48,11,80,57
19019.png,149,70,1,80,14,98,60
24416.png,212,82,1,86,37,93,57
24416.png,212,82,5,93,41,102,61
24416.png,212,82,3,100,40,111,60
15722.png,102,46,7,34,5,49,38
23082.png,51,22,1,18,5,23,17
23082.png,51,22,1,23,4,28,16
16839.png,278,111,1,129,43,142,81
16839.png,278,111,4,141,45,157,83
16839.png,278,111,7,153,45,170,83
11677.png,133,56,2,44,11,67,53
11677.png,133,56,10,64,10,88,52
21802.png,113,53,6,41,13,49,37
21802.png,113,53,5,51,14,61,38
21802.png,113,53,2,60,14,70,38
2528.png,58,26,3,18,5,26,24
2528.png,58,26,8,25,4,34,23
2528.png,58,26,5,34,4,42,23
23796.png,111,61,5,43,5,70,54
10642.png,181,70,2,73,18,85,43
10642.png,181,70,1,83,16,95,41
10642.png,181,70,6,93,21,107,46
19274.png,76,35,7,27,1,37,34
19274.png,76,35,8,38,1,50,34
24462.png,89,42,5,36,8,47,32
24462.png,89,42,2,48,10,64,34
20155.png,146,67,1,52,15,62,57
20155.png,146,67,6,62,10,77,52
20155.png,146,67,10,74,12,87,54
23257.png,79,35,5,25,2,40,29
23257.png,79,35,4,38,3,51,30
23215.png,81,38,2,31,5,40,30
23215.png,81,38,4,39,4,50,29
23489.png,172,77,4,64,18,84,74
23489.png,172,77,4,85,9,103,65
30117.png,69,32,3,24,1,34,29
30117.png,69,32,2,33,3,46,31
25749.png,208,75,2,78,18,103,58
25749.png,208,75,4,104,15,122,55
25749.png,208,75,5,123,22,143,62
28297.png,92,38,5,27,3,47,34
28297.png,92,38,8,45,2,62,33
6408.png,145,62,6,50,16,64,48
6408.png,145,62,4,67,16,80,48
6408.png,145,62,2,84,14,95,46
16563.png,85,40,2,31,2,41,36
16563.png,85,40,2,41,2,56,36
21005.png,199,83,5,60,11,99,74
21005.png,199,83,8,101,12,141,75
27107.png,83,39,4,26,6,41,32
27107.png,83,39,6,42,7,53,33
12889.png,116,46,5,42,14,59,39
12889.png,116,46,8,56,12,72,37
7641.png,102,41,5,34,1,49,31
7641.png,102,41,10,53,6,67,36
22926.png,82,40,6,32,7,40,32
22926.png,82,40,9,39,7,47,32
11830.png,74,35,4,26,8,44,28
825.png,102,54,1,38,7,48,43
825.png,102,54,3,50,11,63,47
27776.png,120,52,1,41,10,56,45
27776.png,120,52,2,59,6,84,41
16236.png,137,47,2,33,3,51,38
16236.png,137,47,6,53,3,77,38
16236.png,137,47,6,79,3,101,38
27925.png,62,26,9,26,3,37,22
2622.png,106,49,2,31,3,53,43
2622.png,106,49,8,50,3,72,43
4472.png,139,61,1,54,10,70,47
4472.png,139,61,1,69,11,84,48
12240.png,102,42,1,34,9,49,38
12240.png,102,42,3,47,9,69,38
4163.png,41,17,1,12,1,19,16
4163.png,41,17,10,18,1,31,16
21380.png,97,45,6,32,4,48,37
21380.png,97,45,10,51,5,64,38
2616.png,61,27,8,23,2,32,21
18939.png,294,99,4,66,18,92,67
18939.png,294,99,6,90,19,117,68
18914.png,64,33,4,22,8,32,27
18914.png,64,33,6,34,9,43,28
31817.png,78,34,10,38,4,46,24
32880.png,247,107,9,85,33,120,89
32880.png,247,107,8,128,20,162,76
10076.png,82,32,2,28,5,37,26
10076.png,82,32,10,37,5,46,26
10076.png,82,32,3,46,5,56,26
22792.png,108,47,3,32,9,55,41
22792.png,108,47,6,53,5,75,37
4606.png,121,49,2,35,11,55,44
4606.png,121,49,6,53,8,73,41
4606.png,121,49,3,70,9,86,42
22793.png,81,34,3,28,3,42,31
22793.png,81,34,8,42,3,59,31
20220.png,102,45,6,34,7,51,34
20220.png,102,45,3,51,6,64,33
18264.png,188,78,9,66,16,103,65
18264.png,188,78,1,99,15,130,64
30791.png,88,38,1,29,6,36,30
30791.png,88,38,3,35,6,44,30
30791.png,88,38,10,45,7,54,31
5506.png,103,47,3,36,6,49,37
31576.png,138,62,1,57,11,71,45
31576.png,138,62,1,69,13,81,47
5125.png,175,75,3,71,14,86,42
31072.png,236,95,2,67,17,103,79
25198.png,86,40,4,28,3,43,34
25198.png,86,40,6,44,3,59,34
23998.png,232,132,7,89,14,150,114
33230.png,434,162,1,202,16,228,82
33230.png,434,162,8,226,18,259,84
1335.png,67,33,2,28,2,41,24
1535.png,119,64,1,58,23,71,55
1535.png,119,64,2,69,20,84,52
1535.png,119,64,7,82,18,96,50
3144.png,139,64,2,47,5,67,57
3144.png,139,64,9,65,7,95,59
5566.png,130,55,1,75,16,86,44
15103.png,47,19,3,17,3,23,18
15103.png,47,19,2,24,4,32,19
26242.png,114,59,1,46,15,59,48
26242.png,114,59,9,57,14,71,47
25911.png,174,96,1,70,17,90,78
25911.png,174,96,8,84,17,106,78
858.png,68,33,4,24,6,31,25
858.png,68,33,5,32,5,39,24
1591.png,117,49,1,35,9,48,38
1591.png,117,49,8,47,10,62,39
1591.png,117,49,2,62,9,74,38
8174.png,188,83,3,63,24,81,70
8174.png,188,83,9,85,21,97,67
8174.png,188,83,2,103,19,119,65
20353.png,135,58,1,45,14,61,46
20353.png,135,58,1,61,10,73,42
20353.png,135,58,10,69,12,87,44
3082.png,142,56,3,53,10,64,44
3082.png,142,56,5,67,11,81,45
3082.png,142,56,7,83,12,97,46
29641.png,78,39,1,28,2,37,35
29641.png,78,39,3,36,4,49,37
10906.png,74,28,1,23,3,29,24
10906.png,74,28,2,39,2,50,23
8435.png,90,30,6,24,5,38,23
8435.png,90,30,7,41,4,53,22
8435.png,90,30,6,56,9,69,27
7026.png,113,68,1,50,8,62,58
18108.png,127,67,5,49,8,75,49
26236.png,135,82,7,10,27,27,60
26236.png,135,82,1,31,26,43,59
26236.png,135,82,10,44,24,60,57
11697.png,85,33,6,27,3,41,26
11697.png,85,33,10,43,2,58,25
24652.png,280,98,4,140,22,166,73
24652.png,280,98,9,164,22,194,73
27804.png,98,55,1,41,8,55,49
16932.png,282,153,5,114,23,138,70
16932.png,282,153,10,141,15,164,62
20059.png,178,97,7,60,1,75,32
20059.png,178,97,6,70,18,97,49
20059.png,178,97,9,88,47,108,78
5928.png,213,97,1,69,14,97,81
5928.png,213,97,9,96,14,126,81
5928.png,213,97,10,123,12,161,79
2833.png,290,91,2,150,47,171,83
2833.png,290,91,10,172,54,183,90
2833.png,290,91,7,182,50,202,86
22829.png,228,96,3,90,24,109,68
22829.png,228,96,5,106,26,126,70
22829.png,228,96,7,129,26,143,70
25241.png,238,98,5,75,11,109,69
25241.png,238,98,3,105,19,133,77
25241.png,238,98,10,134,35,167,93
19939.png,214,74,2,45,2,81,67
19939.png,214,74,4,86,2,124,67
19939.png,214,74,7,135,4,163,69
13607.png,62,25,9,18,2,29,22
13607.png,62,25,8,29,1,39,21
18295.png,150,69,6,56,13,75,53
18295.png,150,69,9,76,13,98,53
17034.png,110,49,4,38,7,56,41
17034.png,110,49,2,57,6,75,40
21145.png,240,123,5,86,8,149,110
8105.png,57,26,1,20,3,24,20
8105.png,57,26,7,25,4,29,21
8105.png,57,26,4,30,4,35,21
15685.png,86,43,4,31,6,43,36
15685.png,86,43,4,43,7,56,37
28444.png,239,117,9,109,27,130,90
33056.png,69,27,2,20,1,31,24
33056.png,69,27,6,30,2,45,25
33056.png,69,27,8,42,2,53,25
26092.png,103,56,4,40,9,61,50
14303.png,230,92,3,84,29,106,80
14303.png,230,92,7,99,18,121,69
14303.png,230,92,2,123,17,147,68
33371.png,47,19,7,16,2,21,16
33371.png,47,19,10,26,2,32,16
9075.png,52,27,2,19,1,31,24
17841.png,64,19,2,15,1,24,18
17841.png,64,19,7,25,1,31,18
17841.png,64,19,4,32,1,39,18
17841.png,64,19,2,40,1,49,18
26305.png,159,57,5,44,9,69,45
26305.png,159,57,8,68,8,89,44
26305.png,159,57,2,87,8,114,44
25071.png,103,28,1,24,2,32,22
25071.png,103,28,7,35,2,46,22
25071.png,103,28,8,51,2,65,22
25071.png,103,28,9,68,3,80,23
29159.png,56,24,6,19,3,27,20
29159.png,56,24,5,26,4,37,21
11015.png,74,34,1,26,4,35,32
11015.png,74,34,8,35,3,47,31
4438.png,210,96,2,79,22,109,73
4438.png,210,96,10,107,22,132,73
14450.png,90,40,4,29,3,49,35
14450.png,90,40,1,50,3,62,35
6625.png,79,40,4,32,4,47,35
17677.png,73,31,5,34,1,52,27
28216.png,408,190,6,194,62,225,101
28216.png,408,190,10,221,64,238,103
28216.png,408,190,2,236,54,255,93
26872.png,201,79,9,74,21,95,57
26872.png,201,79,3,109,15,138,51
19159.png,127,43,2,40,10,57,34
19159.png,127,43,9,58,9,71,33
19159.png,127,43,4,76,9,87,33
12114.png,109,39,3,28,3,46,34
12114.png,109,39,7,46,3,65,34
12114.png,109,39,5,65,1,82,32
32694.png,79,39,1,31,9,37,32
32694.png,79,39,3,35,7,42,30
32694.png,79,39,5,40,7,46,30
6947.png,246,112,2,98,40,113,67
6947.png,246,112,9,112,40,124,67
6947.png,246,112,5,120,38,128,65
6947.png,246,112,8,131,33,141,60
23678.png,443,213,4,150,40,214,160
23678.png,443,213,3,214,40,278,160
17799.png,114,49,5,41,11,56,41
17799.png,114,49,5,59,12,74,42
31085.png,281,131,4,102,31,136,107
31085.png,281,131,6,137,25,186,101
15388.png,155,89,1,71,24,92,73
15388.png,155,89,6,91,20,120,69
15388.png,155,89,3,122,20,148,69
13201.png,104,34,2,26,5,40,29
13201.png,104,34,10,38,4,53,28
13201.png,104,34,8,53,3,67,27
13201.png,104,34,2,66,1,79,25
15820.png,148,68,2,59,24,74,57
15820.png,148,68,1,70,20,79,53
15820.png,148,68,7,76,13,93,46
5017.png,103,56,2,41,5,60,49
7361.png,56,21,1,16,2,23,17
7361.png,56,21,10,23,2,31,17
7361.png,56,21,6,32,1,39,16
20899.png,39,14,3,12,1,17,14
20899.png,39,14,8,17,1,22,14
20899.png,39,14,1,22,1,27,14
17551.png,81,39,9,42,8,50,26
6556.png,103,48,1,34,4,52,40
6556.png,103,48,9,52,2,66,38
6556.png,103,48,8,70,3,85,39
15904.png,44,20,6,16,1,24,16
7341.png,131,56,3,67,10,84,46
7417.png,107,53,1,35,8,49,44
7417.png,107,53,5,51,6,70,42
21180.png,125,55,5,42,6,61,45
21180.png,125,55,9,64,8,83,47
11273.png,96,40,5,34,1,49,33
11273.png,96,40,7,50,5,65,37
12222.png,141,55,2,49,18,65,44
12222.png,141,55,4,64,17,81,43
12222.png,141,55,4,81,18,96,44
257.png,202,90,1,80,30,97,71
257.png,202,90,1,103,35,118,76
20560.png,187,84,9,65,16,92,73
20560.png,187,84,3,91,15,127,72
21372.png,135,73,8,55,14,75,54
28084.png,216,84,3,74,20,99,63
28084.png,216,84,4,100,11,121,54
28084.png,216,84,9,123,17,148,60
3386.png,205,110,2,80,35,100,78
3386.png,205,110,6,100,35,118,78
32399.png,84,46,7,34,8,51,40
30950.png,93,54,5,38,9,54,44
7045.png,136,55,1,41,11,56,41
7045.png,136,55,3,57,13,71,43
7045.png,136,55,4,72,16,90,46
9440.png,71,37,5,26,10,38,30
9440.png,71,37,1,35,11,43,31
32729.png,121,54,4,32,16,66,51
23051.png,230,106,2,86,30,120,82
23051.png,230,106,6,122,28,156,80
18406.png,127,55,4,51,16,67,46
18406.png,127,55,1,65,12,76,42
26144.png,86,54,1,32,5,51,46
21244.png,101,46,5,38,9,51,35
21244.png,101,46,8,50,9,63,35
29890.png,57,32,1,26,6,30,26
3953.png,283,132,2,84,27,146,113
3953.png,283,132,5,142,18,190,104
33252.png,115,43,8,46,11,61,33
33252.png,115,43,3,62,12,71,34
27980.png,137,54,1,39,9,52,49
27980.png,137,54,4,50,5,75,45
27980.png,137,54,6,72,4,96,44
18614.png,183,89,2,73,21,90,60
18614.png,183,89,10,91,23,109,62
6128.png,81,34,8,23,2,39,30
6128.png,81,34,9,38,4,57,32
14308.png,79,33,9,24,5,39,29
14308.png,79,33,2,38,6,52,30
25232.png,123,56,1,42,1,57,54
25232.png,123,56,4,57,1,82,54
30077.png,94,47,2,44,8,62,39
30077.png,94,47,4,62,8,78,39
6313.png,49,27,6,22,1,29,23
32913.png,112,48,5,36,4,60,43
32913.png,112,48,1,63,4,79,43
32227.png,76,35,1,22,5,30,31
13090.png,65,21,4,21,2,30,17
13090.png,65,21,1,30,5,37,20
13090.png,65,21,10,37,4,47,19
17911.png,162,63,5,44,5,81,56
17911.png,162,63,7,80,5,116,56
27258.png,94,48,1,38,14,45,42
27258.png,94,48,4,43,11,56,39
7943.png,61,25,3,19,1,30,23
7943.png,61,25,4,28,1,37,23
7400.png,97,55,6,39,14,47,40
7400.png,97,55,2,48,17,55,43
12293.png,102,45,2,30,5,51,40
12293.png,102,45,10,51,3,71,38
25163.png,80,35,1,30,6,33,26
25163.png,80,35,4,31,6,41,26
25163.png,80,35,4,40,4,48,24
33084.png,61,27,3,21,3,32,25
33084.png,61,27,2,30,1,42,23
8033.png,101,38,4,29,4,44,25
8033.png,101,38,6,43,7,57,28
8033.png,101,38,9,57,6,69,27
31959.png,376,146,3,137,50,164,103
31959.png,376,146,2,163,47,195,100
31959.png,376,146,3,192,44,223,97
31959.png,376,146,10,220,38,252,91
1703.png,71,34,6,23,4,36,28
1703.png,71,34,10,36,6,49,30
28622.png,48,23,3,19,4,24,19
28622.png,48,23,10,25,5,30,20
22232.png,51,24,7,17,3,23,18
22232.png,51,24,7,25,4,33,19
13731.png,77,33,6,25,4,36,27
13731.png,77,33,6,37,1,48,24
23666.png,44,24,2,19,3,26,20
27547.png,128,56,2,52,19,61,41
20622.png,156,65,2,37,27,67,61
20622.png,156,65,3,64,13,88,47
20622.png,156,65,5,84,0,115,34
24633.png,57,24,9,25,1,32,15
24633.png,57,24,4,32,2,37,16
29367.png,91,46,1,34,4,46,40
29367.png,91,46,1,46,3,58,39
31527.png,72,34,1,25,4,37,33
31527.png,72,34,10,36,5,52,34
12672.png,72,33,7,31,8,41,24
18212.png,63,27,2,22,2,32,22
18212.png,63,27,5,30,2,39,22
23890.png,86,46,2,36,6,49,38
4309.png,81,37,1,28,5,40,35
14212.png,124,49,1,35,8,50,39
14212.png,124,49,6,52,10,70,41
14212.png,124,49,1,72,10,87,41
10194.png,68,35,1,30,6,38,29
14274.png,112,54,2,40,4,61,45
14274.png,112,54,1,61,8,71,49
17844.png,68,31,3,31,3,39,22
6236.png,49,26,9,21,5,30,22
23056.png,169,65,8,70,18,83,49
23056.png,169,65,6,83,18,96,49
28207.png,44,20,1,15,1,21,15
10360.png,356,147,2,112,50,161,126
10360.png,356,147,7,159,25,201,101
10360.png,356,147,6,189,13,245,89
26935.png,371,128,1,158,53,173,82
26935.png,371,128,7,169,55,187,84
26935.png,371,128,10,187,57,202,86
24979.png,66,28,2,25,5,34,22
24979.png,66,28,3,33,5,41,22
11221.png,106,49,1,38,9,48,33
11221.png,106,49,7,51,6,71,30
2911.png,284,104,2,96,23,124,80
2911.png,284,104,6,127,22,156,79
2911.png,284,104,6,162,23,190,80
10637.png,50,26,2,23,6,29,18
31756.png,118,59,2,46,13,57,46
31756.png,118,59,8,58,11,69,44
21253.png,120,55,1,47,12,56,46
21253.png,120,55,7,55,9,70,43
13867.png,74,34,8,24,4,34,27
13867.png,74,34,7,32,3,40,26
10948.png,104,43,4,36,11,48,34
10948.png,104,43,8,45,10,55,33
10948.png,104,43,4,53,10,67,33
12940.png,138,67,3,49,12,69,53
12940.png,138,67,9,70,13,88,54
33280.png,49,25,1,17,1,24,22
33280.png,49,25,7,24,1,30,22
2406.png,113,52,3,39,6,70,43
24680.png,53,28,5,21,1,30,24
30102.png,100,52,3,42,13,51,36
30102.png,100,52,10,50,16,58,39
11948.png,113,61,4,45,9,55,52
11948.png,113,61,2,54,5,70,48
13877.png,97,42,8,30,5,48,31
13877.png,97,42,3,47,8,64,34
15572.png,43,19,7,15,3,20,17
15572.png,43,19,2,20,2,27,16
20705.png,136,62,8,53,15,73,47
20705.png,136,62,1,73,16,85,48
18313.png,244,108,1,100,30,118,84
18313.png,244,108,2,124,24,153,78
8230.png,69,27,2,25,6,35,24
8230.png,69,27,9,35,5,45,23
7698.png,187,81,5,59,13,94,73
7698.png,187,81,4,89,11,132,71
17278.png,285,100,5,85,18,126,86
17278.png,285,100,9,124,16,157,84
29951.png,102,55,5,39,5,53,48
29951.png,102,55,5,52,6,65,49
4642.png,64,27,2,19,3,28,25
4642.png,64,27,3,29,3,37,25
4642.png,64,27,5,36,3,45,25
27782.png,147,65,1,65,31,72,49
27782.png,147,65,7,76,28,85,46
27782.png,147,65,10,87,29,98,47
8589.png,56,27,3,25,6,33,21
7155.png,181,101,1,78,21,87,80
7155.png,181,101,4,90,14,106,73
2996.png,84,35,2,33,8,44,27
2996.png,84,35,7,44,7,53,26
23896.png,139,67,8,39,7,73,62
23896.png,139,67,4,66,5,96,60
27762.png,102,52,1,40,17,47,42
27762.png,102,52,4,45,17,55,42
27762.png,102,52,6,53,18,64,43
19332.png,257,105,4,81,4,123,91
21013.png,92,41,6,32,5,46,31
21013.png,92,41,7,46,6,60,32
18439.png,129,68,1,45,6,64,58
18439.png,129,68,5,60,7,83,59
17625.png,381,156,2,156,82,173,118
17625.png,381,156,3,174,81,188,117
24701.png,66,37,4,27,6,40,33
1012.png,82,37,1,26,3,38,35
1012.png,82,37,3,38,2,56,34
24720.png,120,55,3,51,16,60,40
24720.png,120,55,10,61,16,71,40
22902.png,90,44,3,43,9,56,39
17272.png,88,64,1,49,13,64,54
17272.png,88,64,2,63,12,85,53
7444.png,141,69,1,47,3,69,59
7444.png,141,69,1,76,6,98,62
22482.png,199,77,5,70,17,94,55
22482.png,199,77,5,91,20,113,58
22482.png,199,77,7,109,19,127,57
832.png,99,33,2,23,8,34,30
832.png,99,33,5,36,7,47,29
832.png,99,33,10,49,6,61,28
832.png,99,33,10,63,6,75,28
25282.png,123,46,6,37,6,49,31
25282.png,123,46,3,50,7,63,32
25282.png,123,46,7,65,7,79,32
27624.png,151,67,1,54,9,65,57
27624.png,151,67,8,65,8,80,56
27624.png,151,67,2,79,7,98,55
12659.png,201,89,6,70,23,106,78
12659.png,201,89,5,100,15,132,70
26407.png,82,32,2,23,6,39,22
26407.png,82,32,3,44,8,56,24
18049.png,93,47,6,34,11,45,39
18049.png,93,47,4,46,11,57,39
10328.png,75,34,2,25,3,40,29
10328.png,75,34,4,37,2,51,28
9757.png,65,34,5,25,2,37,30
22042.png,45,20,1,19,4,23,17
22042.png,45,20,5,23,2,29,15
4825.png,332,145,6,113,61,149,120
4825.png,332,145,1,146,39,187,98
4825.png,332,145,8,179,28,219,87
28798.png,129,108,1,-1,14,10,93
28798.png,129,108,5,9,10,59,89
28503.png,63,35,1,30,8,41,29
28503.png,63,35,4,40,9,53,30
28076.png,376,134,2,172,33,191,72
28076.png,376,134,7,184,32,201,71
28076.png,376,134,10,199,35,215,74
1689.png,103,45,1,41,9,51,30
1689.png,103,45,9,52,9,64,30
23221.png,359,195,1,128,23,185,174
23221.png,359,195,6,167,13,228,164
6620.png,163,65,1,58,21,75,50
6620.png,163,65,3,72,17,88,46
6620.png,163,65,10,86,20,100,49
31188.png,69,30,5,23,1,37,26
31188.png,69,30,8,36,1,50,26
29279.png,66,28,3,23,3,32,24
29279.png,66,28,9,33,3,44,24
18282.png,74,31,1,24,2,31,27
18282.png,74,31,2,30,3,39,28
18282.png,74,31,5,41,2,51,27
9640.png,50,21,9,18,1,25,19
9640.png,50,21,9,25,2,33,20
28091.png,66,31,2,25,3,34,25
28091.png,66,31,2,33,3,42,25
9871.png,43,14,2,12,1,20,14
9871.png,43,14,8,19,1,27,14
9871.png,43,14,7,27,1,33,14
26350.png,70,35,5,29,5,41,28
17202.png,70,31,1,23,7,40,27
17202.png,70,31,1,36,6,48,26
15965.png,111,59,2,41,4,75,51
28043.png,166,90,4,64,10,105,73
3802.png,28,14,4,9,2,15,14
3802.png,28,14,3,14,1,19,13
8125.png,269,142,4,61,39,88,85
8125.png,269,142,1,95,51,118,97
31793.png,85,38,6,27,6,42,33
31793.png,85,38,7,44,8,58,35
22562.png,193,103,3,68,8,126,96
17882.png,148,76,7,64,39,72,57
17882.png,148,76,8,70,39,82,57
17882.png,148,76,9,77,39,90,57
9474.png,247,110,3,85,17,108,47
9474.png,247,110,1,111,19,127,49
9474.png,247,110,3,130,20,149,50
27775.png,93,41,6,34,10,46,31
27775.png,93,41,4,46,9,58,30
3698.png,155,68,6,51,4,83,57
3698.png,155,68,8,81,6,108,59
27314.png,86,40,1,27,1,42,37
27314.png,86,40,7,39,2,55,38
31811.png,86,48,1,33,8,39,42
31811.png,86,48,8,39,6,51,40
30137.png,146,70,4,51,13,74,55
30137.png,146,70,1,76,14,96,56
22718.png,118,61,1,51,13,59,47
22718.png,118,61,6,59,13,71,47
32215.png,70,33,9,27,6,40,27
29051.png,46,21,8,19,4,23,16
29051.png,46,21,7,23,4,27,16
20122.png,122,58,2,39,7,63,51
20122.png,122,58,1,66,7,81,51
26010.png,84,41,1,33,5,41,31
26010.png,84,41,6,41,7,51,33
702.png,67,35,7,29,3,41,34
31460.png,148,80,6,63,18,81,68
1537.png,89,43,1,28,6,39,39
1537.png,89,43,4,41,7,61,40
15447.png,80,40,4,23,3,33,30
13480.png,50,25,3,18,4,23,21
13480.png,50,25,5,23,3,28,20
25626.png,386,128,1,112,63,133,108
25626.png,386,128,8,128,65,153,110
25626.png,386,128,4,148,66,174,111
4835.png,45,21,3,17,6,23,19
4835.png,45,21,1,23,6,29,19
28930.png,102,46,2,38,14,49,36
28930.png,102,46,4,50,15,63,37
2918.png,58,26,1,22,3,26,21
2918.png,58,26,5,28,4,35,22
12504.png,143,59,4,48,10,72,44
12504.png,143,59,3,74,10,100,44
6461.png,64,27,8,22,3,31,23
6461.png,64,27,4,33,1,43,21
16422.png,349,89,2,71,36,98,64
16422.png,349,89,1,95,39,108,67
16422.png,349,89,9,104,29,131,57
20421.png,340,118,1,108,24,141,85
20421.png,340,118,6,139,21,179,82
20421.png,340,118,10,186,27,237,88
28320.png,146,61,2,57,9,76,52
28320.png,146,61,6,75,8,94,51
30746.png,133,76,1,57,11,75,66
16206.png,139,57,7,61,18,72,42
16206.png,139,57,1,71,15,82,39
20629.png,75,35,2,27,4,41,29
2401.png,142,56,1,60,19,70,38
2401.png,142,56,10,70,18,85,37
16558.png,102,42,5,31,1,49,34
16558.png,102,42,9,57,1,67,34
13770.png,58,25,5,32,1,41,22
4049.png,147,69,1,57,13,75,61
4049.png,147,69,1,73,12,91,60
16462.png,301,146,4,157,39,182,64
16462.png,301,146,9,175,19,197,44
16163.png,180,83,1,66,35,82,68
16163.png,180,83,5,81,34,100,67
16163.png,180,83,10,101,36,115,69
9264.png,277,147,9,109,12,171,133
13003.png,64,31,8,27,2,36,22
6559.png,63,27,2,22,3,30,24
6559.png,63,27,8,29,2,36,23
6559.png,63,27,1,36,3,42,24
31364.png,67,28,2,20,1,35,25
31364.png,67,28,3,32,1,46,25
29358.png,139,57,2,47,15,62,45
29358.png,139,57,8,62,12,77,42
29358.png,139,57,3,76,11,91,41
12924.png,212,92,7,67,28,95,75
12924.png,212,92,4,91,23,118,70
12924.png,212,92,5,117,13,146,60
9981.png,125,54,2,46,7,63,46
9981.png,125,54,8,62,10,84,49
25083.png,125,59,5,40,8,62,51
25083.png,125,59,8,63,5,85,48
4917.png,64,28,1,21,1,31,23
4917.png,64,28,9,31,2,44,24
5753.png,221,84,5,69,16,95,64
5753.png,221,84,3,94,20,120,68
5753.png,221,84,5,129,19,152,67
19158.png,338,140,1,147,41,167,99
19158.png,338,140,7,165,34,195,92
14892.png,126,63,5,42,6,90,63
1036.png,110,48,1,37,7,52,42
1036.png,110,48,1,49,8,65,43
32106.png,83,31,2,21,3,39,26
32106.png,83,31,2,35,2,50,25
2729.png,162,69,5,45,7,78,61
2729.png,162,69,2,78,5,109,59
13853.png,261,133,2,92,76,126,108
13853.png,261,133,1,109,56,139,88
13853.png,261,133,1,118,37,152,69
13853.png,261,133,5,130,26,168,58
11540.png,74,33,6,28,6,39,28
11540.png,74,33,1,39,4,47,26
4198.png,277,131,5,79,19,136,110
4198.png,277,131,2,140,19,189,110
8554.png,174,74,2,49,8,84,66
8554.png,174,74,9,87,7,120,65
4238.png,89,48,1,38,13,43,37
4238.png,89,48,8,43,13,52,37
28834.png,55,28,2,17,2,35,27
10458.png,353,138,1,222,19,255,87
10458.png,353,138,7,249,19,280,87
10458.png,353,138,3,279,21,309,89
20646.png,164,71,3,61,19,80,58
20646.png,164,71,5,83,9,106,48
33276.png,220,112,2,87,22,99,47
33276.png,220,112,7,96,27,110,52
33276.png,220,112,10,105,28,122,53
25564.png,278,98,2,83,25,112,81
25564.png,278,98,10,138,20,167,76
4588.png,125,63,5,47,4,77,56
4631.png,137,59,5,42,8,69,49
4631.png,137,59,6,66,8,90,49
4566.png,87,45,2,30,2,42,39
4566.png,87,45,5,42,3,55,40
10477.png,99,53,4,39,5,60,42
28562.png,83,40,1,27,4,36,31
28562.png,83,40,3,34,6,45,33
28562.png,83,40,10,37,6,53,33
16524.png,82,41,1,27,3,37,38
16524.png,82,41,7,38,4,53,39
24934.png,193,88,1,64,6,87,75
24934.png,193,88,4,90,6,129,75
12231.png,106,42,1,39,8,49,33
12231.png,106,42,10,48,9,55,34
12231.png,106,42,9,54,10,64,35
28776.png,354,155,1,122,23,162,135
28776.png,354,155,7,180,26,223,138
20740.png,110,42,1,48,6,59,34
32979.png,111,61,9,45,10,69,55
10817.png,112,47,2,35,7,50,41
10817.png,112,47,1,49,7,62,41
10817.png,112,47,2,60,4,77,38
30311.png,53,24,2,20,4,27,19
30311.png,53,24,6,27,4,35,19
15645.png,52,19,2,15,5,19,16
15645.png,52,19,6,19,5,27,16
15645.png,52,19,7,26,4,33,15
15645.png,52,19,9,32,4,40,15
25645.png,139,60,4,55,20,69,42
25645.png,139,60,6,71,21,87,43
5261.png,79,37,1,29,7,39,27
5261.png,79,37,3,37,8,47,28
27975.png,124,50,5,50,14,60,34
27975.png,124,50,8,57,13,66,33
27975.png,124,50,4,65,12,76,32
11396.png,60,20,4,24,4,32,17
11396.png,60,20,4,34,4,42,17
26853.png,243,93,3,88,22,111,66
26853.png,243,93,9,111,26,131,70
26853.png,243,93,7,130,22,155,66
20076.png,69,35,1,30,7,37,25
33374.png,67,32,6,24,2,33,27
33374.png,67,32,8,34,5,45,30
25286.png,89,41,2,29,7,45,33
25286.png,89,41,10,44,9,60,35
9933.png,213,94,3,69,14,110,81
9933.png,213,94,10,107,8,147,75
17543.png,85,41,1,29,4,41,34
17543.png,85,41,8,40,6,57,36
19248.png,83,42,5,32,2,51,34
15441.png,68,30,3,23,6,36,24
15441.png,68,30,3,36,7,47,25
29022.png,198,84,3,59,8,90,72
29022.png,198,84,7,101,5,135,69
7399.png,107,59,7,43,9,61,51
28140.png,258,70,1,125,15,145,54
28140.png,258,70,4,144,14,173,53
28140.png,258,70,5,173,16,199,55
9615.png,107,47,5,33,5,51,40
9615.png,107,47,10,53,5,74,40
6605.png,303,84,1,72,34,82,50
6605.png,303,84,3,81,34,92,50
6605.png,303,84,7,90,35,102,51
25594.png,78,41,7,29,2,50,35
33055.png,95,46,5,37,12,46,34
33055.png,95,46,7,46,11,56,33
21692.png,76,42,3,34,7,47,36
22097.png,56,30,1,25,7,30,24
10834.png,109,40,1,32,9,42,26
10834.png,109,40,6,49,11,60,28
10834.png,109,40,1,66,14,76,31
5746.png,73,19,2,11,1,23,16
5746.png,73,19,3,23,1,34,16
5746.png,73,19,2,35,1,46,16
5746.png,73,19,6,47,1,59,16
24888.png,68,36,8,27,5,43,32
10449.png,65,25,2,20,1,29,22
10449.png,65,25,4,28,1,36,22
10449.png,65,25,7,36,1,43,22
